uniq_isos	regulator
HHLA3	0
CTH	0
FPGT	0
TNNI3K	0
TYW3	0
ACADM	0
RABGGTB	0
MSH4	0
ST6GALNAC3	0
ST6GALNAC5	0
AK5	0
NEXN	0
DNAJB4	0
GIPC2	0
PTGFR	0
IFI44L	0
IFI44	0
PRKACB	0
SAMD13	0
DNASE2B	0
RPF1	0
WDR63	0
CYR61	0
CLCA2	0
CLCA1	0
CLCA4	0
SH3GLB1	0
HS2ST1	0
LMO4	0
PKN2	0
GBP6	0
LRRC8B	0
LRRC8C	0
LRRC8D	0
ZNF326	0
CDC7	0
BRDT	0
EPHX4	0
BTBD8	0
C1orf146	0
RPAP2	0
RPL5	0
MTF2	0
CCDC18	0
DR1	0
FNBP1L	0
ABCD3	0
SLC44A3	0
TMEM56	0
RWDD3	0
PTBP2	0
SNX7	0
PALMD	0
AGL	0
SLC35A3	0
CDC14A	0
GPR88	0
VCAM1	0
SLC30A7	0
S1PR1	0
RNPC3	0
AMY2B	0
AMY2A	0
AMY1A	0
PRMT6	0
NTNG1	0
NBPF6	0
FAM102B	0
PRPF38B	0
FNDC7	0
STXBP3	0
GPSM2	0
TMEM167B	0
KIAA1324	0
SARS	0
CELSR2	0
SYPL2	0
ATXN7L2	0
CYB561D1	0
GPR61	0
GNAI3	0
AMPD2	0
GSTM4	0
GSTM2	0
GSTM1	0
GSTM5	0
CSF1	0
AHCYL1	0
UBL4B	0
SLC6A17	0
KCNC4	0
RBM15	0
PROK1	0
CD53	0
CEPT1	0
CHI3L2	0
CHIA	0
ATP5F1	0
C1orf162	0
RAP1A	0
DDX20	0
CTTNBP2NL	0
WNT2B	0
CAPZA1	0
MOV10	0
FAM19A3	0
LRIG2	0
MAGI3	0
DCLRE1B	0
HIPK1	0
OLFML3	0
SYCP1	0
TSHB	0
SLC22A15	0
MAB21L3	0
ATP1A1	0
CD2	0
PTGFRN	0
CD101	0
TTF2	0
MAN1A2	0
FAM46C	0
WDR3	0
HAO2	0
HSD3B2	0
HSD3B1	0
PHGDH	0
PPIAL4A	0
FCGR1B	0
FAM72D	0
GPR89A	0
CD160	0
POLR3C	0
NUDT17	0
POLR3GL	0
CHD1L	0
BCL9	0
GJA8	0
GPR89B	0
PDE4DIP	0
PPIAL4C	0
FCGR1A	0
HIST2H4A	0
HIST2H2AA4	0
HIST2H3A	0
HIST2H2AC	0
BOLA1	0
VPS45	0
PLEKHO1	0
CA14	0
C1orf54	0
MRPS21	0
PRPF3	0
RPRD2	0
TARS2	0
ECM1	0
ADAMTSL4	0
SETDB1	0
ANXA9	0
BNIPL	0
C1orf56	0
MLLT11	0
GABPB2	0
TNFAIP8L2	0
SCNM1	0
PIP5K1A	0
PSMD4	0
PSMB4	0
CGN	0
TUFT1	0
SNX27	0
RIIAD1	0
OAZ3	0
LCE5A	0
CRCT1	0
LCE3C	0
LCE3B	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0
KPRP	0
LCE1F	0
LCE1E	0
LCE1D	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0
IVL	0
SPRR4	0
SPRR1A	0
SPRR3	0
SPRR1B	0
LELP1	0
PRR9	0
LOR	0
S100A9	0
S100A7A	0
S100A1	0
CHTOP	0
SNAPIN	0
NPR1	0
INTS3	0
SLC27A3	0
MARCH6	0
UBAP2L	0
HAX1	0
AQP10	0
ATP8B2	0
IL6R	0
TDRD10	0
CHRNB2	0
CKS1B	0
FLAD1	0
LENEP	0
DCST1	0
ADAM15	0
EFNA4	0
EFNA3	0
EFNA1	0
SLC50A1	0
TRIM46	0
MTX1	0
HCN3	0
FDPS	0
RUSC1	0
MSTO1	0
DAP3	0
SYT11	0
RXFP4	0
LAMTOR2	0
RAB25	0
LMNA	0
SEMA4A	0
SLC25A44	0
PMF1	0
BGLAP	0
TMEM79	0
RHBG	0
TTC24	0
HAPLN2	0
BCAN	0
RRNAD1	0
PRCC	0
NTRK1	0
PEAR1	0
LRRC71	0
KIRREL	0
CD1D	0
CD1A	0
CD1C	0
CD1E	0
OR10K1	0
OR10R2	0
OR10Z1	0
OR6K6	0
MNDA	0
PYHIN1	0
IFI16	0
CADM3	0
FCER1A	0
OR10J1	0
APCS	0
DUSP23	0
FCRL6	0
SLAMF8	0
KCNJ9	0
ATP1A2	0
ATP1A4	0
CASQ1	0
PEA15	0
NCSTN	0
VANGL2	0
SLAMF7	0
LY9	0
KLHDC9	0
NIT1	0
UFC1	0
USP21	0
PPOX	0
NDUFS2	0
FCER1G	0
TOMM40L	0
PCP4L1	0
SDHC	0
FCGR2A	0
HSPA6	0
FCGR2B	0
FCRLA	0
FCRLB	0
DUSP12	0
NOS1AP	0
C1orf226	0
UHMK1	0
UAP1	0
DDR2	0
HSD17B7	0
RGS4	0
NUF2	0
LRRC52	0
MGST3	0
UCK2	0
POGK	0
MAEL	0
DUSP27	0
RCSD1	0
MPZL1	0
DCAF6	0
TIPRL	0
SFT2D2	0
XCL1	0
ATP1B1	0
BLZF1	0
C1orf112	0
METTL11B	0
GORAB	0
FMO3	0
FMO2	0
FMO1	0
FMO4	0
PRRC2C	0
METTL13	0
DNM3	0
C1orf105	0
FASLG	0
PRDX6	0
KLHL20	0
DARS2	0
RABGAP1L	0
GPR52	0
CACYBP	0
TNN	0
PAPPA2	0
RASAL2	0
RALGPS2	0
FAM20B	0
TOR3A	0
SOAT1	0
AXDND1	0
TDRD5	0
MARCH7	0
TOR1AIP1	0
CEP350	0
QSOX1	0
XPR1	0
KIAA1614	0
MR1	0
IER5	0
CACNA1E	0
RGSL1	0
NPL	0
DHX9	0
LAMC1	0
LAMC2	0
SMG7	0
RGL1	0
TSEN15	0
C1orf21	0
RNF2	0
SWT1	0
HMCN1	0
PRG4	0
C1orf27	0
OCLM	0
PLA2G4A	0
RGS18	0
RGS21	0
RGS1	0
RGS13	0
RGS2	0
TROVE2	0
CDC73	0
CFH	0
CFHR3	0
CFHR1	0
CFHR4	0
CFHR2	0
CFHR5	0
CRB1	0
C1orf53	0
NEK7	0
PTPRC	0
CAMSAP2	0
GPR25	0
C1orf106	0
IGFN1	0
PKP1	0
NAV1	0
IPO9	0
SHISA4	0
TIMM17A	0
RNPEP	0
GPR37L1	0
LGR6	0
PPP1R12B	0
TMEM183A	0
PPFIA4	0
ADORA1	0
BTG2	0
PRELP	0
OPTC	0
ATP2B4	0
LAX1	0
MARCH8	0
SNRPE	0
MDM4	0
NFASC	0
TMCC2	0
CDK18	0
C1orf186	0
SRGAP2	0
IKBKE	0
RASSF5	0
DYRK3	0
MAPKAPK2	0
IL19	0
IL20	0
IL24	0
PFKFB2	0
C4BPB	0
C4BPA	0
CD55	0
CR2	0
CR1	0
CR1L	0
CD46	0
CAMK1G	0
G0S2	0
HSD11B1	0
TRAF3IP3	0
DIEXF	0
SYT14	0
SERTAD4	0
HHAT	0
TRAF5	0
DTL	0
PPP2R5A	0
NENF	0
FAM71A	0
TATDN3	0
FLVCR1	0
VASH2	0
RPS6KC1	0
SMYD2	0
CENPF	0
KCNK2	0
KCTD3	0
SPATA17	0
RRP15	0
TGFB2	0
LYPLAL1	0
IARS2	0
MARK1	0
C1orf115	0
MARCH11	0
MIA3	0
BROX	0
FAM177B	0
DISP1	0
CAPN2	0
FBXO28	0
DEGS1	0
CNIH4	0
CNIH3	0
DNAH14	0
SRP9	0
EPHX1	0
H3F3A	0
PSEN2	0
SNAP47	0
PRSS38	0
WNT3A	0
ARF1	0
GUK1	0
GJC2	0
IBA57	0
OBSCN	0
HIST3H2BB	0
RNF187	0
RHOU	0
RAB4A	0
URB2	0
GALNT2	0
COG2	0
CAPN9	0
ARV1	0
TRIM67	0
GNPAT	0
TSNAX	0
SEPT2	0
NTPCR	0
KCNK1	0
SLC35F3	0
GGPS1	0
TBCE	0
GPR137B	0
EDARADD	0
LGALS8	0
ACTN2	0
MTR	0
RYR2	0
CHRM3	0
FMN2	0
KMO	0
WDR64	0
EXO1	0
SDCCAG8	0
C1orf100	0
C1orf101	0
COX20	0
EFCAB2	0
KIF26B	0
CNST	0
SCCPDH	0
NLRP3	0
OR2G2	0
OR2G3	0
TRIM58	0
OR2W3	0
OR2T8	0
OR2AK2	0
OR2L2	0
OR2L3	0
OR2L13	0
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T2	0
OR2T3	0
OR2T5	0
OR2G6	0
PGBD2	0
SEPT7	0
NOC2L	0
RNF223	0
C1orf159	0
TNFRSF18	0
TNFRSF4	0
SDF4	0
UBE2J2	0
ACAP3	0
DVL1	0
MXRA8	0
AURKAIP1	0
CCNL2	0
MRPL20	0
ANKRD65	0
TMEM240	0
SSU72	0
CDK11B	0
SLC35E2B	0
CDK11A	0
SLC35E2	0
NADK	0
GNB1	0
TMEM52	0
MORN1	0
PEX10	0
PANK4	0
MMEL1	0
TTC34	0
MEGF6	0
WRAP73	0
LRRC47	0
CEP104	0
C1orf174	0
NPHP4	0
CHD5	0
RPL22	0
ICMT	0
GPR153	0
ACOT7	0
TNFRSF25	0
PLEKHG5	0
NOL9	0
KLHL21	0
DNAJC11	0
UTS2	0
TNFRSF9	0
ERRFI1	0
ENO1	0
SLC2A7	0
SLC2A5	0
GPR157	0
CLSTN1	0
CTNNBIP1	0
LZIC	0
DFFA	0
C1orf127	0
MASP2	0
SRM	0
EXOSC10	0
MTOR	0
FBXO2	0
MAD2L2	0
MTHFR	0
NPPA	0
NPPB	0
KIAA2013	0
DHRS3	0
PRAMEF11	0
HNRNPCL1	0
PRAMEF4	0
PRAMEF10	0
PRAMEF6	0
PRAMEF13	0
PRAMEF18	0
PRAMEF8	0
SEPT8	0
PRAMEF19	0
LRRC38	0
CASP9	0
AGMAT	0
UQCRHL	0
HSPB7	0
FAM131C	0
EPHA2	0
ARHGEF19	0
RSG1	0
FBXO42	0
SPATA21	0
NBPF1	0
MFAP2	0
ATP13A2	0
SDHB	0
PADI2	0
RCC2	0
TAS1R2	0
ALDH4A1	0
IFFO2	0
UBR4	0
AKR7A3	0
AKR7A2	0
CAPZB	0
TMCO4	0
RNF186	0
PLA2G2E	0
PLA2G2A	0
PLA2G2D	0
PLA2G2C	0
CAMK2N1	0
MUL1	0
DDOST	0
KIF17	0
SH2D5	0
HP1BP3	0
EIF4G3	0
ECE1	0
RAP1GAP	0
USP48	0
HSPG2	0
WNT4	0
LUZP1	0
HTR1D	0
HNRNPR	0
ZNF436	0
TCEA3	0
ASAP3	0
E2F2	0
ID3	0
GALE	0
HMGCL	0
FUCA1	0
CNR2	0
SRSF10	0
MYOM3	0
IL22RA1	0
SYF2	0
RHCE	0
PAQR7	0
STMN1	0
PAFAH2	0
SLC30A2	0
TRIM63	0
UBXN11	0
AIM1L	0
GPN2	0
GPATCH3	0
FAM46B	0
SLC9A1	0
MAP3K6	0
FCN3	0
CD164L2	0
WASF2	0
AHDC1	0
FGR	0
IFI6	0
RPA2	0
EYA3	0
PTAFR	0
DNAJC8	0
TAF12	0
TMEM200B	0
SRSF4	0
MECR	0
MATN1	0
LAPTM5	0
SDC3	0
PUM1	0
NKAIN1	0
SNRNP40	0
FABP3	0
PEF1	0
COL16A1	0
SPOCD1	0
PTP4A2	0
TMEM234	0
MARCKSL1	0
BSDC1	0
ZBTB8OS	0
SYNC	0
YARS	0
FNDC5	0
TMEM54	0
RNF19B	0
AK2	0
TRIM62	0
PHC2	0
CSMD2	0
DLGAP3	0
ZMYM6	0
KIAA0319L	0
PSMB2	0
C1orf216	0
CLSPN	0
COL8A2	0
TRAPPC3	0
STK40	0
LSM10	0
OSCP1	0
MRPS15	0
CSF3R	0
GRIK3	0
MEAF6	0
SNIP1	0
GNL2	0
RSPO1	0
C1orf109	0
EPHA10	0
YRDC	0
INPP5B	0
SF3A3	0
FHL3	0
RRAGC	0
MYCBP	0
GJA9	0
RHBDL2	0
PABPC4	0
NT5C1A	0
HPCAL4	0
BMP8B	0
OXCT2	0
TRIT1	0
PPT1	0
COL9A2	0
RIMS3	0
CITED4	0
SLFNL1	0
EDN2	0
GUCA2A	0
ZMYND12	0
CLDN19	0
SLC2A1	0
EBNA1BP2	0
C1orf210	0
ELOVL1	0
MED8	0
SLC6A9	0
ERI3	0
TMEM53	0
BEST4	0
TCTEX1D4	0
PTCH2	0
EIF2B3	0
HECTD3	0
ZSWIM5	0
MUTYH	0
TESK2	0
PRDX1	0
CCDC17	0
GPBP1L1	0
IPP	0
SEPT10	0
POMGNT1	0
LRRC41	0
KNCN	0
MKNK1	0
MOB3C	0
ATPAF1	0
CYP4A11	0
PDZK1IP1	0
STIL	0
SPATA6	0
AGBL4	0
BEND5	0
FAF1	0
TTC39A	0
EPS15	0
RAB3B	0
TXNDC12	0
KTI12	0
CC2D1B	0
ORC1	0
ZCCHC11	0
ECHDC2	0
SLC1A7	0
C1orf123	0
MAGOH	0
LRP8	0
YIPF1	0
HSPB11	0
LDLRAD1	0
TMEM59	0
CDCP2	0
CYB5RL	0
SSBP3	0
FAM151A	0
PARS2	0
TTC22	0
DHCR24	0
USP24	0
C1orf168	0
C8B	0
DAB1	0
OMA1	0
TACSTD2	0
MYSM1	0
CYP2J2	0
C1orf87	0
TM2D1	0
KANK4	0
DOCK7	0
ITGB3BP	0
JAK1	0
INSL5	0
WDR78	0
SLC35D1	0
C1orf141	0
SERBP1	0
GNG12	0
DIRAS3	0
WLS	0
RPE65	0
DEPDC1	0
LRRC40	0
ANKRD13C	0
PTGER3	0
ZRANB2	0
NEGR1	0
LRRIQ3	0
CRYZ	0
SLC44A5	0
ASB17	0
PIGK	0
USP33	0
FUBP1	0
TTLL7	0
GNG5	0
CTBS	0
SSX2IP	0
LPAR3	0
MCOLN2	0
MCOLN3	0
SYDE2	0
C1orf52	0
BCL10	0
DDAH1	0
ZNHIT6	0
COL24A1	0
ODF2L	0
RBMXL1	0
GBP3	0
GBP1	0
GBP2	0
GBP7	0
GBP4	0
GBP5	0
HFM1	0
TGFBR3	0
GLMN	0
EVI5	0
FAM69A	0
TMED5	0
BCAR3	0
DNTTIP2	0
GCLM	0
ABCA4	0
ARHGAP29	0
F3	0
CNN3	0
ALG14	0
DPYD	0
FRRS1	0
SASS6	0
LRRC39	0
DBT	0
EXTL2	0
DPH5	0
OLFM3	0
COL11A1	0
AMY1B	0
VAV3	0
SLC25A24	0
NBPF4	0
HENMT1	0
AKNAD1	0
CLCC1	0
WDR47	0
TAF13	0
C1orf194	0
PSRC1	0
MYBPHL	0
SORT1	0
PSMA5	0
AMIGO1	0
GSTM3	0
EPS8L3	0
SLC16A4	0
KCNA10	0
KCNA2	0
KCNA3	0
LRIF1	0
DRAM2	0
DENND2D	0
OVGP1	0
WDR77	0
ADORA3	0
FAM212B	0
KCND3	0
ST7L	0
RHOC	0
PPM1J	0
SLC16A1	0
RSBN1	0
PTPN22	0
BCL2L15	0
AP4B1	0
SYT6	0
TRIM33	0
BCAS2	0
DENND2C	0
AMPD1	0
NRAS	0
CSDE1	0
SIKE1	0
TSPAN2	0
NGF	0
CASQ2	0
CD58	0
IGSF3	0
TRIM45	0
VTCN1	0
GDAP2	0
SPAG17	0
WARS2	0
HMGCS2	0
REG4	0
ADAM30	0
NOTCH2	0
SEC22B	0
FAM72B	0
NBPF15	0
PPIAL4D	0
PDZK1	0
RNF115	0
PIAS3	0
ANKRD35	0
ITGA10	0
PEX11B	0
RBM8A	0
LIX1L	0
ANKRD34A	0
TXNIP	0
HFE2	0
NBPF10	0
NOTCH2NL	0
PRKAB2	0
FMO5	0
ACP6	0
GJA5	0
NBPF11	0
PPIAL4G	0
NBPF14	0
NBPF9	0
HIST2H2BF	0
HIST2H3D	0
HIST2H3C	0
SEPT11	0
HIST2H4B	0
HIST2H2BE	0
HIST2H2AB	0
SV2A	0
SF3B4	0
MTMR11	0
OTUD7B	0
ANP32E	0
APH1A	0
MCL1	0
ENSA	0
GOLPH3L	0
HORMAD1	0
CTSS	0
CTSK	0
CERS2	0
CDC42SE1	0
SEMA6C	0
LYSMD1	0
TMOD4	0
VPS72	0
PI4KB	0
SELENBP1	0
CELF3	0
MRPL9	0
TDRKH	0
LINGO4	0
C2CD4D	0
THEM5	0
THEM4	0
S100A10	0
S100A11	0
TCHHL1	0
TCHH	0
RPTN	0
HRNR	0
FLG	0
FLG2	0
CRNN	0
LCE3E	0
LCE3D	0
LCE3A	0
LCE1C	0
SPRR2D	0
SPRR2A	0
SPRR2B	0
SPRR2E	0
SPRR2F	0
SPRR2G	0
PGLYRP3	0
PGLYRP4	0
S100A12	0
S100A8	0
S100A7L2	0
S100A7	0
S100A6	0
S100A5	0
S100A4	0
S100A3	0
S100A2	0
S100A16	0
S100A14	0
S100A13	0
ILF2	0
GATAD2B	0
DENND4B	0
CRTC2	0
SLC39A1	0
JTB	0
RAB13	0
NUP210L	0
TPM3	0
C1orf189	0
C1orf43	0
SHE	0
UBE2Q1	0
ADAR	0
KCNN3	0
PMVK	0
PBXIP1	0
PYGO2	0
SHC1	0
DCST2	0
DPM3	0
KRTCAP2	0
MUC1	0
THBS3	0
GBA	0
FAM189B	0
SCAMP3	0
CLK2	0
PKLR	0
ASH1L	0
YY1AP1	0
GON4L	0
RIT1	0
KIAA0907	0
ARHGEF2	0
SSR2	0
UBQLN4	0
MEX3A	0
PAQR6	0
SMG5	0
VHLL	0
CCT3	0
C1orf61	0
IQGAP3	0
GPATCH4	0
NES	0
CRABP2	0
ISG20L2	0
MRPL24	0
HDGF	0
SH2D2A	0
INSRR	0
ARHGEF11	0
FCRL5	0
FCRL4	0
FCRL3	0
FCRL2	0
FCRL1	0
CD5L	0
CD1B	0
OR10T2	0
OR10K2	0
OR6Y1	0
OR6P1	0
SPTA1	0
OR6K2	0
OR6K3	0
OR6N1	0
OR6N2	0
AIM2	0
OR10J3	0
OR10J5	0
CRP	0
C1orf204	0
VSIG8	0
TAGLN2	0
IGSF9	0
SLAMF9	0
KCNJ10	0
PIGM	0
IGSF8	0
DCAF8	0
PEX19	0
COPA	0
SLAMF6	0
CD84	0
SLAMF1	0
CD48	0
CD244	0
ITLN1	0
ITLN2	0
F11R	0
TSTD1	0
ARHGAP30	0
PFDN2	0
DEDD	0
B4GALT3	0
ADAMTS4	0
APOA2	0
MPZ	0
FCGR3A	0
FCGR3B	0
OLFML2B	0
SH2D1B	0
SEPT14	0
ALDH9A1	0
TMCO1	0
FAM78B	0
TADA1	0
ILDR2	0
GPA33	0
CD247	0
CREG1	0
ADCY10	0
GPR161	0
XCL2	0
DPT	0
NME7	0
SLC19A2	0
F5	0
SELP	0
SELL	0
SELE	0
METTL18	0
SCYL3	0
KIFAP3	0
MYOC	0
VAMP4	0
PIGC	0
TNFSF18	0
TNFSF4	0
ANKRD45	0
CENPL	0
SERPINC1	0
RC3H1	0
MRPS14	0
KIAA0040	0
TNR	0
RFWD2	0
ASTN1	0
SEC16B	0
ANGPTL1	0
ABL2	0
NPHS2	0
TOR1AIP2	0
ACBD6	0
STX6	0
GLUL	0
TEDDM1	0
RNASEL	0
RGS16	0
RGS8	0
SHCBP1L	0
NMNAT2	0
NCF2	0
ARPC5	0
APOBEC4	0
EDEM3	0
FAM129A	0
TRMT1L	0
IVNS1ABP	0
TPR	0
PDC	0
PTGS2	0
UCHL5	0
GLRX2	0
B3GALT2	0
KCNT2	0
F13B	0
ASPM	0
DENND1B	0
ATP6V1G3	0
KIF14	0
DDX59	0
KIF21B	0
CACNA1S	0
TMEM9	0
TNNT2	0
LAD1	0
TNNI1	0
PHLDA3	0
CSRP1	0
LMOD1	0
ARL8A	0
PTPN7	0
UBE2T	0
SYT2	0
RABIF	0
KLHL12	0
ADIPOR1	0
CYB5R1	0
MYBPH	0
CHI3L1	0
CHIT1	0
FMOD	0
ETNK2	0
REN	0
KISS1	0
GOLT1A	0
PLEKHA6	0
PPP1R15B	0
PIK3C2B	0
LRRN2	0
TMEM81	0
RBBP5	0
DSTYK	0
NUAK2	0
KLHDC8A	0
LEMD1	0
SLC45A3	0
NUCKS1	0
SLC41A1	0
PM20D1	0
SLC26A9	0
CTSE	0
AVPR1B	0
FAM72A	0
EIF2D	0
IL10	0
PIGR	0
FCAMR	0
C1orf116	0
YOD1	0
CD34	0
PLXNA2	0
LAMB3	0
C1orf74	0
KCNH1	0
RD3	0
SLC30A1	0
NEK2	0
LPGAT1	0
INTS7	0
TMEM206	0
NSL1	0
ANGEL2	0
PTPN14	0
USH2A	0
GPATCH2	0
SLC30A10	0
EPRS	0
BPNT1	0
RAB3GAP2	0
DUSP10	0
HHIPL2	0
TAF1A	0
AIDA	0
TLR5	0
SUSD4	0
CAPN8	0
TP53BP2	0
NVL	0
WDR26	0
LBR	0
ENAH	0
TMEM63A	0
LEFTY1	0
PYCR2	0
LEFTY2	0
ACBD3	0
LIN9	0
PARP1	0
ITPKB	0
CDC42BPA	0
JMJD4	0
WNT9A	0
C1orf35	0
MRPL55	0
TRIM11	0
TRIM17	0
HIST3H3	0
HIST3H2A	0
ACTA1	0
NUP133	0
ABCB10	0
TAF5L	0
PGBD5	0
AGT	0
C1orf198	0
TTC13	0
FAM89A	0
C1orf131	0
EXOC8	0
EGLN1	0
SIPA1L2	0
TARBP1	0
IRF2BP2	0
TOMM20	0
RBM34	0
B3GALNT2	0
GNG4	0
LYST	0
NID1	0
HEATR1	0
ZP4	0
GREM2	0
RGS7	0
FH	0
OPN3	0
CHML	0
MAP1LC3C	0
PLD5	0
CEP170	0
AKT3	0
ADSS	0
HNRNPU	0
SMYD3	0
TFB2M	0
AHCTF1	0
OR2B11	0
OR2C3	0
OR13G1	0
OR6F1	0
OR1C1	0
OR14A16	0
OR11L1	0
OR2T33	0
OR2T12	0
OR2M7	0
OR2T29	0
OR2T34	0
OR2T10	0
OR2T35	0
OR2T27	0
OR14I1	0
SH3BP5L	0
ACP1	0
SNTG2	0
TPO	0
TRAPPC12	0
RPS7	0
COLEC11	0
ALLC	0
RSAD2	0
RNF144A	0
ASAP2	0
CPSF3	0
IAH1	0
TAF1B	0
RRM2	0
HPCAL1	0
ATP6V1C2	0
KCNF1	0
C2orf50	0
PQLC3	0
GREB1	0
LPIN1	0
TRIB2	0
FAM84A	0
DDX1	0
VSNL1	0
GEN1	0
KCNS3	0
RHOB	0
GDF7	0
KLHL29	0
UBXN2A	0
MFSD2B	0
FKBP1B	0
CENPO	0
EFR3B	0
RAB10	0
HADHB	0
C2orf70	0
KCNK3	0
CENPA	0
DPYSL5	0
MAPRE3	0
TMEM214	0
AGBL5	0
EMILIN1	0
KHK	0
ABHD1	0
CAD	0
DNAJC5G	0
TRIM54	0
SNX17	0
NRBP1	0
KRTCAP3	0
GCKR	0
C2orf16	0
GPN1	0
SLC4A1AP	0
MRPL33	0
BRE	0
PLB1	0
PPP1CB	0
SPDYA	0
WDR43	0
CLIP4	0
YPEL5	0
LBH	0
LCLAT1	0
EHD3	0
SPAST	0
SLC30A6	0
YIPF4	0
BIRC6	0
TTC27	0
LTBP1	0
RASGRP3	0
CRIM1	0
VIT	0
QPCT	0
GALM	0
GEMIN6	0
MORN2	0
ARHGEF33	0
PKDCC	0
EML4	0
PLEKHH2	0
DYNC2LI1	0
ABCG8	0
PPM1B	0
SLC3A1	0
CAMKMT	0
PRKCE	0
RHOQ	0
CRIPT	0
SOCS5	0
TTC7A	0
EPCAM	0
MSH2	0
MSH6	0
PPP1R21	0
STON1	0
GTF2A1L	0
CHAC2	0
ERLEC1	0
ACYP2	0
C2orf73	0
SPTBN1	0
EML6	0
RPS27A	0
CCDC85A	0
VRK2	0
PAPOLG	0
PEX13	0
KIAA1841	0
C2orf74	0
AHSA2	0
COMMD1	0
B3GNT2	0
EHBP1	0
MDH1	0
UGP2	0
LGALSL	0
AFTPH	0
SLC1A4	0
CEP68	0
ACTR2	0
ETAA1	0
PNO1	0
PLEK	0
APLF	0
DEC1	0
ARHGAP25	0
GKN1	0
ANTXR1	0
ANXA4	0
GMCL1	0
SNRNP27	0
PCBP1	0
PCYOX1	0
ATP6V1B1	0
ANKRD53	0
NAGK	0
MPHOSPH10	0
ZNF638	0
DYSF	0
SPR	0
SMYD5	0
CCT7	0
ALMS1	0
C2orf78	0
STAMBP	0
ACTG2	0
DGUOK	0
TET3	0
MTHFD2	0
WDR54	0
INO80B	0
WBP1	0
TTC31	0
HTRA2	0
DOK1	0
SEMA4F	0
HK2	0
POLE4	0
MRPL19	0
REG3G	0
REG1A	0
CTNNA2	0
DNAH6	0
TMSB10	0
KCMF1	0
ELMOD3	0
SH2D6	0
MAT2A	0
VAMP8	0
VAMP5	0
RNF181	0
USP39	0
GNLY	0
PTCD3	0
MRPL35	0
KDM3A	0
RMND5A	0
RGPD1	0
PLGLB2	0
SMYD1	0
THNSL2	0
RPIA	0
TEKT4	0
MAL	0
PROM2	0
KCNIP3	0
FAHD2A	0
TRIM43	0
CIAO1	0
ITPRIPL1	0
NCAPH	0
CNNM4	0
CNNM3	0
ANKRD36	0
COX5B	0
ZAP70	0
VWA3B	0
CNGA3	0
INPP4A	0
UNC50	0
C2orf15	0
LIPT1	0
MRPL30	0
EIF5B	0
NMS	0
PDCL3	0
RPL31	0
MAP4K4	0
IL1R2	0
IL1R1	0
IL1RL2	0
IL1RL1	0
IL18R1	0
IL18RAP	0
SLC9A4	0
SLC9A2	0
TMEM182	0
MRPS9	0
GPR45	0
C2orf49	0
NCK2	0
C2orf40	0
RGPD4	0
SLC5A7	0
SULT1C3	0
SULT1C2	0
SULT1C4	0
GCC2	0
LIMS1	0
RANBP2	0
CCDC138	0
SH3RF3	0
SOWAHC	0
APOBEC3D	0
ARHGAP11B	0
ACOXL	0
BCL2L11	0
MERTK	0
TMEM87B	0
FBLN7	0
TTL	0
POLR1B	0
CHCHD5	0
SLC20A1	0
IL37	0
IL36G	0
IL36A	0
IL36RN	0
IL1F10	0
IL1RN	0
PSD4	0
ARL17A	0
RABL2A	0
ACTR3	0
DPP10	0
DDX18	0
INSIG2	0
MARCO	0
STEAP3	0
DBI	0
TMEM37	0
TMEM177	0
PTPN4	0
EPB41L5	0
RALB	0
INHBB	0
TSN	0
CNTNAP5	0
GYPC	0
PROC	0
MYO7B	0
GPR17	0
UGGT1	0
ATRIP	0
MZT2B	0
IMP4	0
PTPN18	0
CFC1B	0
TISP43	0
GPR148	0
ARHGEF4	0
PLEKHB2	0
TUBA3D	0
CCDC74A	0
GPR39	0
MGAT5	0
ACMSD	0
RAB3GAP1	0
R3HDM1	0
UBXN4	0
THSD7B	0
HNMT	0
SPOPL	0
KYNU	0
ARHGAP15	0
ACVR2A	0
MBD5	0
EPC2	0
KIF5C	0
LYPD6B	0
LYPD6	0
TNFAIP6	0
RIF1	0
FMNL2	0
ARL6IP6	0
GALNT13	0
KCNJ3	0
GPD2	0
GALNT5	0
UPP2	0
PKP4	0
DAPL1	0
TANC1	0
BAZ2B	0
TANK	0
PSMD14	0
SLC4A10	0
GCA	0
SCN2A	0
XIRP2	0
B3GALT1	0
CERS6	0
NOSTRIN	0
G6PC2	0
DHRS9	0
BBS5	0
PPIG	0
PHOSPHO2	0
KLHL23	0
SSB	0
UBR3	0
MYO3B	0
GAD1	0
GORASP2	0
DCAF17	0
CYBRD1	0
DYNC1I2	0
HAT1	0
METAP1D	0
ITGA6	0
PDK1	0
RAPGEF4	0
CDCA7	0
SCRN3	0
MTX2	0
HNRNPA3	0
AGPS	0
RBM45	0
OSBPL6	0
DFNB59	0
PLEKHA3	0
UBE2E3	0
ITGA4	0
SSFA2	0
PPP1R1C	0
DNAJC10	0
DUSP19	0
NUP35	0
ZNF804A	0
FSIP2	0
ZC3H15	0
ITGAV	0
FAM171B	0
GULP1	0
COL3A1	0
WDR75	0
ASNSD1	0
ANKAR	0
PMS1	0
