Drivers	Targets	NR	R	XOR
1	ASCL1	CHGA	1	0	1
2	ASCL1	EYA3	1	0	1
3	ASCL1	ILF3	1	0	1
4	ASCL1	SEZ6	1	0	1
5	ASCL1	SYT4	1	0	1
6	ELK3	PPME1	1	0	1
7	ELK3	ZMYM3	1	0	1
8	INSM1	CACNA1B	1	0	1
9	INSM1	MARCH11	1	1	0
10	INSM1	MGAT5B	1	0	1
11	INSM1	MYT1	1	0	1
12	INSM1	RPL30	1	0	1
13	INSM1	SYT13	1	1	0
14	INSM1	TSPYL4	1	0	1
15	ZBTB12	BCL7A	1	0	1
16	ZBTB12	BTBD9	1	0	1
17	ZBTB12	COPG2	1	0	1
18	ZBTB12	IFT81	1	0	1
19	ZBTB12	MAP3K9	1	0	1
20	ZBTB12	TRAF3IP1	1	0	1
21	ELK3	OTUD3	0	1	1
