TP_2078_Tumor	SC_9137_Tumor	TP_2081_T	SC_9175_T	MO_1510_T	SC_9183_T	MO_1084.Tumor	SC_9043.Tumor	MO_1179.Tumor	MO_1184.Tumor	MO_1176.Tumor	MO_1192.Tumor	SC_9050.Tumor	SC_9057.Tumor	MO_1241.Tumor	SC_9080.TM	SC_9083.TM	MO_1336.TM	TP_2060.TM	MO_1410.Tumor	SC_9129_Tumor	PROS01448.1115161.Tumor.SM.5SGU1	PRAD.01115468.Tumor.SM.6B2KE	PRAD.01115549.Tumor.SM.A4KNH	PRAD.01115550.Tumor.SM.A4KNI	PROS12319B.SU2C.06115116.Tumor.SM.4W2NB	PRAD.06115124.Tumor.SM.7LGU1	PROS01448.6115234.Tumor.SM.67ERX	PROS01448.6115235.Tumor.SM.67ERY	PROS01448.6115247.Tumor.SM.67ES2	PROS01448.6115251.Tumor.SM.67ES6	PRAD.6115590.0.Tumor.SM.B2XRS	PRAD.6115594.0.Tumor.SM.B2XRW	PM14.TM	PM158.TM
NEUROD2	0.0069385539959148	0.00548443127683349	0.00600230972948222	0.199682109849794	0.198817722104114	0.0049681595441471	0.00988497900428661	0.0432025022446497	0.00652179932311388	0.0794061776646395	0.0388198425244783	0.00291905169242999	0.00210652391391125	0.0257539332079618	0.00517447571341531	0.00476209974398363	0.0410621641276777	0.104267184926577	0.0351366982106094	0.0031228168349174	0.0153847240325913	0.00714731977901467	0.00620991198215219	0.0141837950726246	0.00830017498488774	0.00620991198215219	0.0355019956155214	0.00373563641694591	0.0630697610711445	0.00641777230061233	0.00424807000823501	0.038077830388533	0.00830017498488774	0.00220786863391063	0.00683426826931263
TOX2	1.88266436289624	3.07405899842218	0.580160778022738	1.93971602240287	3.21778230232427	2.72681812929849	2.52357482138873	2.92497586993318	1.23447989124451	1.64613151556043	3.07941896397739	2.10865973506857	1.97505531681158	1.18439737572203	1.85252972057541	1.4854272217214	2.38319635949247	0.711172948104946	2.12054244451644	1.15321446253202	1.97582645382737	0.788766562805746	0.357608769189689	1.67977295953808	0.517846445471399	1.65611976645282	2.06138799175536	1.93206826292566	1.11838078429966	3.12238350256137	1.07036966751542	0.848998800923973	0.605973881878163	0.505677270674729	0.662248218240168
ONECUT1	0.0421925379439269	0.00548443127683349	0.00600230972948222	0.00977886638765416	0.00517447571341531	0.0202707417995826	0.112188825395797	0.0333201891587521	0.00652179932311388	0.489006218029102	0.0399379418948599	0.0221942481411868	0.00798497919261257	0.0049681595441471	0.333404073583642	0.0374615498595604	0.0668394710379281	0.0382013113440954	0.00631380986544193	0.440667929610709	0.00383799565458094	0.00714731977901467	0.00620991198215219	0.0141837950726246	0.00830017498488774	1.21848020398006	0.00600230972948222	0.00373563641694591	0.00610607861530676	0.00641777230061233	0.0157136679547214	0.00631380986544193	0.00830017498488774	0.0123437931216223	0.00683426826931263
VEZF1	3.62989236106487	3.77136582156842	2.29931568330529	3.16549604055518	4.33864443889648	3.86779888635996	3.09998742321634	3.2566781497939	3.36670742677749	5.05655328836642	3.72564712567966	4.60727902727414	2.83544688374686	4.72688496684284	3.99200149108626	4.31763019671812	3.68933404361761	2.7337331081957	2.17713196527109	2.33290562332245	3.9769112447797	4.15954877156645	4.56685178864849	3.87249114703791	4.19565880300837	2.75971033247263	3.84716488927462	3.56140200986178	2.44469808793575	3.60487239200374	4.3921991236883	3.32477981718175	2.83020481273041	4.70177635485525	3.91100510764986
BHLHE23	0.0069385539959148	0.00548443127683349	0.00600230972948222	0.00977886638765416	0.00517447571341531	0.0383248673409212	0.00988497900428661	0.00486509761555824	0.00652179932311388	0.0179222517137066	0.00160074626997233	0.00291905169242999	0.00210652391391125	0.0394402546366644	0.00517447571341531	0.00476209974398363	0.000192925486484786	0.00445349011896549	0.00631380986544193	0.0304481115227033	0.00383799565458094	0.00714731977901467	0.00620991198215219	0.0141837950726246	0.00830017498488774	0.00620991198215219	0.00600230972948222	0.00373563641694591	0.00610607861530676	0.00641777230061233	0.00424807000823501	0.00631380986544193	0.00830017498488774	9.28363605657631e-05	0.00683426826931263
ASCL1	0.354936334700917	0.17394786924331	0.160257839365318	0.104592874645229	2.57689383249317	0.0640412711000072	0.387786568600565	0.0535752122759385	0.148398307217284	0.00777517432753143	5.49900084141047	0.0469048776817403	0.84151308899431	0.0049681595441471	1.77810724126574	0.377259953000624	0.310447984911819	1.1154556348003	0.221454160351227	0.0031228168349174	1.00247479602095	0.36932531287969	0.305262129057032	1.35732212525752	0.104104481764487	1.05103951864891	0.0864688477009055	0.0444718556204329	0.505677270674729	0.00641777230061233	0.119131247693554	0.325741473102108	1.26430818005432	0.18964350460105	0.00683426826931263
GATA2	5.95508278184438	5.86446026218366	5.28469972474189	5.42455304115531	5.62848829635982	5.37953217455782	6.0862384100732	5.19586679707207	6.58261133385135	3.312042897241	7.22669507122325	5.44315745068	5.57843241298349	5.66187684461471	4.30617396408448	5.04196100447111	4.36158532251469	5.11009313418846	5.43924030946573	1.9107211405263	5.89892599912778	6.79672633623709	4.78682095514074	5.97873744745247	4.02787860649113	0.780647787546915	4.32622519595085	6.6440413559542	6.4370637508161	5.13054976464505	5.32378859587288	6.54893435942347	6.01817432705501	8.01303513083572	3.72751115025057
POU3F2	0.101191925519392	0.00548443127683349	0.00600230972948222	0.0578661957308436	0.0406867412941466	0.0159333024599523	0.0610015817224536	0.00486509761555824	0.00652179932311388	0.101352936121858	0.0283215104609441	0.0114845801730393	0.00872134939689845	0.0223080226208282	0.0699562318971514	0.014401539461461	0.00756562966018129	0.0209473321423481	0.0386959859707574	0.00903791647320213	0.0224218670091061	0.00714731977901467	0.0262181962651979	0.144474121010804	0.0541070873394265	0.0843445974580101	0.0404368386062763	0.192182140777854	0.0442173700960032	0.00641777230061233	0.0278521026839854	0.0531771443387569	0.0744177555748239	0.00641777230061233	0.0442173700960032
FEZF1	0.496937049611178	0.154659318174026	0.702648981883374	1.23077781581301	0.00517447571341531	0.0399379418948599	0.37511392445632	0.145404241556953	0.415834491240754	0.0577308518558701	0.0370926795331255	0.1806825476333	1.03919861695657	0.100388275816464	0.362688745204762	0.0565164013697674	0.141515320520523	0.024023049838939	0.48150787675919	3.15560321485243	0.0995869609321063	0.00714731977901467	0.0607272229309683	0.0141837950726246	0.118105023904601	0.00620991198215219	0.0770461871676257	0.175569272787172	0.00610607861530676	0.00641777230061233	0.416811294446541	0.00631380986544193	0.00830017498488774	0.0918564930551603	0.00683426826931263
NKX2-1	0.508243936626622	0.27955211737121	0.0277349301358029	0.00977886638765416	0.747279706826841	0.0295000663330966	0.131546566023871	2.34194677497464	0.242002002514438	2.27566187876459	2.1260964784239	1.2781047110348	0.53019184842861	0.0193724972348892	2.93379443293481	0.648959638299992	1.57490506059833	0.102644396277647	0.34757423447445	0.631215486434749	0.30607764944635	0.058679964287076	0.0304481115227033	0.312921807890045	0.196235810334741	0.0270333988440324	0.0559787462776809	0.29958797950752	0.206665146466133	0.0311621918974841	0.153512308396739	1.64257102215168	0.104755861290122	0.0519872404012791	0.0389437743154457
ZNF536	0.0584083830078152	0.178628776815498	0.00600230972948222	0.00977886638765416	0.0330792400450835	0.0424445704213571	0.327435403995726	0.0157136679547214	0.00652179932311388	0.0153847240325913	0.0779285697016855	0.0362345944088736	0.0723927087997608	0.0161532081529536	0.0168145552939756	0.048585737266358	0.00946092276794319	0.0142926336428072	0.0249442063432074	0.00893232868412195	0.027150141868761	0.0333201891587521	0.00620991198215219	0.0141837950726246	0.00830017498488774	0.0400625525881135	0.193457712099234	0.060453192141401	0.0438362187272642	0.0840425585032367	0.0621023035127147	0.00631380986544193	0.00830017498488774	0.773999255746633	0.00683426826931263
SOX11	1.12483091351704	1.4698601406056	0.501659859623027	0.00977886638765416	3.46927440099068	0.0476790204578559	0.220542857852099	0.230908107753053	1.67330690264139	0.3120959566385	0.130477796091399	0.0124514940346174	1.538812707353	0.0702416010296953	0.027150141868761	0.572628733409049	0.190276603457619	0.0356239097307212	0.0338029695133792	0.109855579718192	0.0316397007912404	0.183162038977099	0.219860660534206	0.0956152167683275	0.13931372109484	0.0825376864883151	0.0432025022446497	0.293176774364672	0.0254064819403065	0.155042512789966	0.118105023904601	0.0479376917325453	0.0462618978381198	0.014837835950398	0.0293818862312701
T	0.0069385539959148	0.0565164013697674	0.00600230972948222	0.00977886638765416	0.00517447571341531	0.0208343936513355	0.00988497900428661	0.0202707417995826	0.00652179932311388	0.895247752145634	0.0433290921466203	0.0242529153827311	0.30607764944635	0.0218533437799437	0.00517447571341531	0.0273838424328967	0.388411123915652	0.0401872389115249	0.00631380986544193	0.0031228168349174	0.00383799565458094	0.00714731977901467	0.20206887969343	0.0141837950726246	0.00830017498488774	0.0396889472414502	0.0316397007912404	0.0134238049779026	0.00610607861530676	0.00641777230061233	0.02726695638572	0.00631380986544193	0.00830017498488774	0.742649856412378	0.00683426826931263
NEUROD4	0.246565543110407	0.00548443127683349	0.036724481410377	0.00977886638765416	0.00517447571341531	0.0049681595441471	0.00988497900428661	0.0655761515964804	0.00652179932311388	0.00220786863391063	0.00527773002465299	0.00291905169242999	0.0346506717483317	0.0174783537013904	0.00517447571341531	0.00476209974398363	0.0748538846067636	0.140229237290879	0.00631380986544193	0.00967281949997528	0.00383799565458094	0.00714731977901467	0.00620991198215219	0.0141837950726246	0.00830017498488774	0.00620991198215219	0.00600230972948222	0.0151657662144342	0.00610607861530676	0.00641777230061233	0.0399379418948599	0.0634856254621123	0.00830017498488774	0.0195966439937548	0.0346506717483317
ZNF613	3.47019316498291	4.43242383492908	3.99388843958494	4.28804380648443	3.12148688490667	4.13486942049464	4.973919140859	3.24581238375748	3.60302043114835	2.26346169470423	4.16049842722873	4.19090478829435	2.04885305918653	3.11969384243827	1.72607905977552	4.06570033828474	2.81798405499534	1.98199994913872	2.93555901105753	1.37946984210036	4.19565880300837	2.88977440955685	1.69346073110553	4.24610062157819	2.59815043406626	1.34954881313926	2.02231683977347	3.58173660479741	2.49074914017026	4.21277993898731	3.97219749949219	3.0838874157401	5.52154667265081	3.18890908836693	1.84577792041552
INSM1	0.502753589142173	3.16729555068857	0.00600230972948222	2.55823390243636	3.76109341397251	1.38667415885341	2.8127512114815	0.18233372332183	1.63191089416907	1.67043674814192	3.09282924713079	1.75750744784783	0.0169250179205159	2.51009088999589	1.93742038560645	0.319294786259338	0.290528453058949	0.171529175730807	0.107376540910458	0.0810416542671291	0.682707205809822	0.895763949327554	0.135677490582235	1.94507686235784	0.999173255850266	0.00620991198215219	0.119989140085033	0.703543327233012	0.00610607861530676	2.64596315729185	0.0251752024448453	0.0491055827578898	2.00910043837317	0.0323581532495931	0.00683426826931263
POU3F3	0.0069385539959148	0.00548443127683349	0.083138572116895	0.0675442471560984	0.00517447571341531	0.0049681595441471	0.00988497900428661	0.00486509761555824	0.400709377271421	0.00220786863391063	0.00160074626997233	0.00988497900428661	0.00735634490559274	0.0194845361257672	0.00517447571341531	0.00476209974398363	0.0263344399068584	0.0890718933670318	0.0584083830078152	0.0031228168349174	0.0263344399068584	0.00714731977901467	0.00620991198215219	0.0141837950726246	0.0903058681595981	0.125888491728481	0.00600230972948222	0.0273838424328967	0.00610607861530676	0.00641777230061233	0.00424807000823501	0.0302106656268272	0.00830017498488774	0.0031228168349174	0.0394402546366644
NEUROD1	0.0069385539959148	0.00548443127683349	0.00600230972948222	0.00977886638765416	0.569475242939733	0.0049681595441471	0.00988497900428661	0.00486509761555824	0.00652179932311388	0.0072517999065907	0.0359900975614986	0.00291905169242999	0.0601794890238136	0.0203833335469181	0.00517447571341531	0.0252908067494677	0.00527773002465299	0.018478664836071	0.0514604588944374	0.0031228168349174	0.00383799565458094	0.00714731977901467	0.00620991198215219	0.0141837950726246	0.0514604588944374	0.0278521026839854	0.00600230972948222	0.00373563641694591	0.0295000663330966	0.00641777230061233	0.0151657662144342	0.132440001539208	0.00830017498488774	0.00673004727197953	0.00683426826931263
ZBED4	3.10625424674518	1.9650416864501	2.94262019844782	2.49999342276816	3.40875184503197	2.77098951808191	2.23508724170162	2.26508701683725	2.26021231767523	2.5126173344545	2.68199873129192	2.55399904963815	2.64596315729185	2.96560062351692	2.78749857748156	2.59134232509011	2.39479081458035	1.63333039079007	2.24399087247587	2.82496549995131	2.35017663174964	4.06759291710366	2.96560062351692	2.73200387607836	2.51430209122167	2.18033683511038	1.41369303706114	3.30113444470202	1.65326314717727	2.79532857577737	2.74584679735518	2.43969170752431	3.6447351191194	2.78575944116404	2.41221859195433
SP1	4.27850602692522	3.36031952698234	3.46835568874769	3.19071182614919	4.04300044099614	4.10642157043388	3.39320027704931	3.92228995852243	4.02504428957516	4.25943968336077	3.96183056117337	4.41613644656161	4.00049392185065	4.46790040026766	3.98256897155678	4.19851160046896	3.71726119357227	3.86216949701163	4.07611126206905	3.71353526030794	4.2689713127736	4.63329100161089	4.24419554111959	4.01276602217922	4.30235618144162	3.16639576436237	3.92134934084311	3.74802696272807	3.64937591639387	3.9665422418732	4.17569740934211	3.97973994038436	4.18995408269191	5.52154667265081	4.75394220788521
ZNF664	5.3756187692193	5.75229158512101	5.04682464064398	4.69501900599836	6.20471233289244	6.38462439385529	4.32718034463365	5.35312127221868	5.28665357967071	6.30452157013839	6.76597997863256	5.08575012700609	5.85264639576087	5.54802249749913	6.52120610043851	5.26907114357156	5.05071588010524	5.23294561394318	4.98654847074732	5.2036708915581	5.89597129461149	7.64948140079829	6.98528451781666	5.84772440237823	5.64812690624518	3.96088833810848	4.60824211520647	6.47665391659128	4.20136468873631	6.17113207378456	6.19681021829087	6.00042582720866	6.12078028737555	5.17441103280206	4.37114897159682
THRA	3.42798404016938	2.11420180409843	1.87964164321168	3.19161328744034	3.38497343622817	3.10894100203757	3.4858200414371	3.56140200986178	2.87397220607021	3.16189777120996	4.49477218830424	3.02325922326216	2.97356654865718	2.85994610077674	3.88093973265691	3.58266146099649	3.71353526030794	3.77136582156842	2.52610567195983	3.91946822169302	3.32022963757995	2.84331514324651	2.7718577042819	3.02681696553087	3.14392151519475	1.6898538017309	4.02221029846118	3.79192609335941	2.72941063683583	3.34755188525526	2.67598248059241	3.74429524734902	2.67941983584472	2.7199083615281	2.81536728541641
